STATE,DISTRICT,ASSESSMENT_UNIT,Rainfall_mm,Recharge_Worthy_Area_Command_ha,Recharge_Worthy_Area_Total_ha,Hilly_Area_ha,Total_Geographical_Area_ha,Annual_Ground_Water_Recharge_ham,Environmental_Flows_ham,Annual_Extractable_Ground_Water_Resource_ham,Extraction_Domestic_ham,Extraction_Industrial_ham,Extraction_Irrigation_ham,Total_Ground_Water_Extraction_ham,Stage_of_Ground_Water_Extraction_pct,Allocation_Domestic_2025_ham,Net_GW_Availability_Future_Use_ham,Major_Quality_Parameters,Other_Quality_Parameters
Andaman And Nicobar Islands,N & M Andaman,District Summary,2964.5,0.0,58040.0,286106.0,344146.0,16167.74,1616.78,14550.96,260.27,48.18,0.8,309.25,2.12,269.19,14232.79,,
Andaman And Nicobar Islands,Nicobar,District Summary,2805.2,0.0,38075.0,156091.0,194166.0,11360.78,1136.09,10224.69,90.82,0.94,0.25,91.97,0.9,90.68,9819.29,,
Andaman And Nicobar Islands,South Andaman,District Summary,3015.7,0.0,31524.0,215321.0,246845.0,10797.72,1079.76,9717.96,320.65,13.61,10.65,344.9,3.55,331.62,9362.08,,
Andhra Pradesh,Alluri Sitharama Raju,District Summary,1269.64,0.0,639234.68,586107.71,1225342.39,105489.92,5274.94,100214.98,1620.46,0.0,571.9,2192.75,2.88,1991.96,97951.9,,
Andhra Pradesh,Anakapalli,District Summary,1182.6,70958.5,346201.66,83043.41,429245.07,77425.04,3871.52,73553.52,4863.49,484.0,15997.94,21345.52,29.15,6816.58,50853.78,,
Andhra Pradesh,Ananthapuramu,District Summary,518.88,243887.0,946479.33,97831.67,1044311.0,124046.54,6202.42,117844.11,3676.5,727.29,36968.8,41372.76,35.11,4765.42,76916.47,,
Andhra Pradesh,Annamayya,District Summary,746.1,112199.0,666066.0,128462.0,794528.0,87981.57,4399.2,83582.36,3665.64,137.75,30553.29,34356.66,41.14,4838.38,48488.91,,
Andhra Pradesh,Bapatla,District Summary,871.92,238962.0,380118.0,2767.0,382885.0,103482.92,5174.22,98308.7,2649.15,59.59,15501.57,18210.26,26.54,2697.87,50041.14,,
Andhra Pradesh,Chittoor,District Summary,905.84,3079.0,600450.95,85448.05,685899.0,86725.96,4336.53,82389.44,4285.08,1389.98,41529.34,47204.3,57.21,5924.5,35172.28,,
Andhra Pradesh,East Godavari,District Summary,1144.03,127679.43,254552.81,3081.92,257634.73,110086.66,5504.46,104582.2,2236.7,1216.72,31755.44,35208.88,33.66,2529.16,70306.65,,
Andhra Pradesh,Eluru,District Summary,1041.25,135041.41,649190.07,10631.8,659821.87,186439.22,9322.14,177117.14,10196.62,516.96,37031.2,47744.44,31.16,11722.64,107873.1,,
Andhra Pradesh,Guntur,District Summary,885.95,155474.66,242332.86,2971.0,245303.86,66022.3,3301.1,62721.2,2577.71,224.22,7898.14,10700.03,20.78,2926.49,40267.75,,
Andhra Pradesh,Kakinada,District Summary,1128.67,169714.77,288520.5,13458.87,301979.37,142987.34,7149.62,135938.24,2141.4,4177.47,14942.56,21261.29,16.44,2095.86,90045.95,,
Andhra Pradesh,Konaseema,District Summary,1293.96,132007.21,207995.28,100.62,208095.9,142820.94,7141.21,135679.73,1301.36,54.46,9363.56,10719.47,10.22,1447.64,93640.88,,
Andhra Pradesh,Krishna,District Summary,1053.84,193506.0,388056.0,0.0,388056.0,222987.31,11149.5,211837.8,2255.28,1023.24,45010.16,48288.52,30.83,2765.38,106367.58,,
Andhra Pradesh,Kurnool,District Summary,610.15,208257.0,752247.0,45494.0,797741.0,67763.8,3388.4,64375.4,5559.81,71.27,14034.0,19665.24,30.54,6010.54,44607.54,,
Andhra Pradesh,Nandyal,District Summary,716.04,367930.0,706182.0,262433.0,968615.0,94298.66,4715.1,89583.56,505.41,128.4,12189.72,12822.94,14.56,505.86,76760.62,,
Andhra Pradesh,Ntr,District Summary,1032.76,289249.6,306318.6,11805.4,318124.0,68781.92,3439.14,65342.78,2436.12,1176.12,20717.34,24329.56,37.35,2513.9,41119.99,,
Andhra Pradesh,Palnadu,District Summary,758.28,434050.96,651656.42,78467.43,730123.86,108698.13,5435.04,103263.1,4500.83,65.96,30525.5,35092.45,33.92,4611.76,69660.24,,
Andhra Pradesh,Parvathipuram Manyam,District Summary,1168.07,63377.6,294881.43,119994.82,414876.25,92673.96,4633.9,88040.06,1766.88,12.96,20371.8,22151.44,25.16,2353.56,67067.89,,
Andhra Pradesh,Prakasam,District Summary,790.54,283786.5,1134709.5,293851.0,1428560.5,101362.13,5068.34,96293.79,4857.77,509.78,42126.48,47494.44,50.11,5196.94,55311.78,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,District Summary,1040.05,345599.42,995326.32,50358.29,1045684.61,193663.94,9683.54,183980.4,5738.52,1046.6,37227.37,44012.81,23.93,7556.65,140503.21,,
Andhra Pradesh,Sri Sathya Sai,District Summary,589.84,0.0,763624.0,105065.0,868689.0,122626.64,6131.51,116495.12,8909.36,134.51,59702.62,68746.54,59.05,11923.3,54987.98,,
Andhra Pradesh,Srikakulam,District Summary,1170.33,115519.72,448389.45,10898.0,459287.45,117359.71,5868.3,111491.39,7104.09,369.91,32153.2,39626.94,35.88,10388.46,75656.8,,
Andhra Pradesh,Tirupathi,District Summary,1102.46,53098.0,762531.18,60409.0,822940.18,170441.42,8522.34,161919.08,3811.39,1506.09,49325.78,54643.26,35.67,9695.9,98709.24,,
Andhra Pradesh,Visakhapatnam,District Summary,1209.76,0.0,100167.25,0.0,100167.25,12846.93,642.33,12204.6,2472.6,54.5,2886.88,5413.98,44.37,3669.56,6055.44,,
Andhra Pradesh,Vizianagaram,District Summary,1109.88,114339.94,401179.07,11740.65,412919.72,143183.23,7159.38,136023.79,1841.28,112.71,34539.66,36493.65,26.84,1841.28,101729.26,,
Andhra Pradesh,West Godavari,District Summary,1166.18,52492.31,227837.0,0.0,227837.0,143341.8,7167.22,136174.58,858.69,170.4,4135.88,5164.61,9.13,1162.59,46122.06,,
Andhra Pradesh,Y.S.R Kadapa,District Summary,685.42,582867.99,880807.99,241810.0,1122617.99,107447.97,5372.54,102075.42,8715.22,429.1,30972.05,40116.51,39.3,8715.24,63483.52,,
Arunachal Pradesh,Anjaw,District Summary,0.0,0.0,0.0,619000.0,619000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Arunachal Pradesh,Changlang,District Summary,2411.2,0.0,53000.0,413200.0,466200.0,32360.5,3236.06,29124.44,181.5,0.0,64.8,246.3,0.85,207.0,28852.64,,
Arunachal Pradesh,Dibang Valley,District Summary,0.0,0.0,0.0,912900.0,912900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Arunachal Pradesh,East Kameng,District Summary,2081.2,0.0,31250.0,382150.0,413400.0,17865.26,1786.52,16078.74,14.54,0.0,94.1,108.64,0.68,19.88,15964.76,,
Arunachal Pradesh,East Siang,District Summary,4408.7,0.0,110100.0,250200.0,360300.0,83275.26,7998.07,75277.19,64.04,4.2,110.42,178.64,0.24,70.37,75092.21,,
Arunachal Pradesh,Kurung Kumey,District Summary,0.0,0.0,0.0,604000.0,604000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Arunachal Pradesh,Lohit,District Summary,3000.85,0.0,200000.0,321200.0,521200.0,122279.66,12305.89,109973.76,229.42,8.4,34.36,272.17,0.24,258.27,109672.74,,
Arunachal Pradesh,Lower Dibang Valley,District Summary,3751.55,0.0,120000.0,270000.0,390000.0,79417.98,7941.8,71476.18,31.52,0.0,216.5,248.02,0.35,33.09,71226.58,,
Arunachal Pradesh,Lower Subansiri,District Summary,1790.65,0.0,10135.0,340665.0,350800.0,5574.06,577.28,4996.79,22.62,0.0,16.83,39.45,0.8,34.91,4945.04,,
Arunachal Pradesh,Papum Pare,District Summary,3268.2,0.0,17819.0,328381.0,346200.0,11162.6,1316.27,9846.33,106.54,25.29,15.36,147.2,1.5,156.94,9648.74,,
Arunachal Pradesh,Tawang,District Summary,0.0,0.0,0.0,217200.0,217200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Arunachal Pradesh,Tirap,District Summary,3183.35,0.0,12500.0,223700.0,236200.0,9402.62,940.26,8462.36,49.04,0.0,6.25,55.29,0.66,53.13,8402.98,,
Arunachal Pradesh,Upper Siang,District Summary,0.0,0.0,0.0,659000.0,659000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Arunachal Pradesh,Upper Subansiri,District Summary,1740.95,0.0,700.0,702500.0,703200.0,2725.67,272.57,2453.1,3.68,0.9,16.64,21.22,0.86,5.8,2429.76,,
Arunachal Pradesh,West Kameng,District Summary,2455.05,0.0,6175.0,736025.0,742200.0,3424.36,342.42,3081.94,11.46,0.0,1.64,13.1,0.42,12.51,3067.8,,
Arunachal Pradesh,West Siang,District Summary,2902.4,0.0,10459.0,822041.0,832500.0,7162.12,716.21,6445.92,2.36,1.18,4.29,7.83,0.12,2.5,6437.94,,
Assam,Baksa,District Summary,3274.6,0.0,244873.01,1382.99,246256.0,140738.49,13811.34,126927.15,2004.71,3.16,2509.65,4517.53,3.56,2157.74,122256.59,,
Assam,Barpeta,District Summary,2051.45,0.0,227056.25,1143.75,228200.0,88221.96,7545.98,80675.98,4024.06,16.43,27855.36,31895.86,39.42,4717.23,48086.94,,
Assam,Bongaigaon,District Summary,3102.4,0.0,99730.0,9570.0,109300.0,50876.24,5510.1,45366.15,1689.16,6.8,12257.23,13953.19,30.82,1965.87,31136.26,,
Assam,Cachar,District Summary,3311.9,0.0,273358.0,105242.0,378600.0,52457.66,9177.08,43280.58,1424.66,30.77,1.68,1440.87,3.33,1652.4,41611.99,,
Assam,Chirang,District Summary,3218.7,0.0,191794.0,506.0,192300.0,99214.52,10098.62,89115.9,950.87,5.2,1491.6,2447.65,2.76,1027.96,86591.16,,
Assam,Darrang,District Summary,1951.2,0.0,157654.0,846.0,158500.0,55807.97,4992.57,50815.4,2131.4,58.34,18988.2,21177.94,41.9,2515.11,29253.76,,
Assam,Dhemaji,District Summary,2859.3,0.0,315155.99,8544.01,323700.0,107380.73,13959.92,93420.8,1522.09,7.07,2935.04,4464.21,4.78,1762.1,88716.58,,
Assam,Dhubri,District Summary,2752.8,0.0,214392.01,3207.99,217600.0,104041.72,10031.76,94009.95,4708.04,28.3,23179.2,27915.54,29.74,5667.46,65134.99,,
Assam,Dibrugarh,District Summary,2649.4,0.0,334688.0,3412.0,338100.0,132311.9,14372.29,117939.62,2703.85,84.34,3902.89,6691.06,5.62,2935.6,111016.79,,
Assam,Dima Hasao,District Summary,2791.8,0.0,234300.0,254500.0,488800.0,62895.0,6289.5,56605.5,237.76,1.19,189.6,428.54,0.76,261.92,56152.8,,
Assam,Goalpara,District Summary,2583.2,0.0,171983.0,10417.0,182400.0,63618.02,7798.82,55819.2,2474.46,45.48,12405.16,14925.1,27.01,2931.46,40437.11,,
Assam,Golaghat,District Summary,1751.7,0.0,348140.0,2060.0,350200.0,106920.12,8830.72,98089.39,2005.76,119.53,3710.49,5835.8,5.95,2191.28,92068.07,,
Assam,Hailakandi,District Summary,2838.3,0.0,104981.0,27719.0,132700.0,22631.87,2913.72,19718.16,540.72,0.0,2.92,543.64,2.76,633.97,19081.26,,
Assam,Jorhat,District Summary,2265.3,0.0,279408.0,5692.0,285100.0,72799.98,12391.02,60408.95,1393.82,28.16,7278.05,8700.04,14.31,1484.91,51617.82,,
Assam,Kamrup,District Summary,1896.2,0.0,263024.0,47476.0,310500.0,78681.73,7852.36,70829.37,3570.55,294.64,15645.16,19510.36,27.85,4042.81,50846.75,,
Assam,Kamrup (M),District Summary,1813.4,0.0,65912.0,29545.0,95457.0,21508.77,2090.7,19418.07,3618.67,169.2,1481.8,5269.66,28.27,3670.02,14097.07,,
Assam,Karbi Anglong,District Summary,1122.2,0.0,656090.0,387310.0,1043400.0,125063.96,13021.66,112042.31,1961.0,36.19,818.37,2815.58,2.53,2225.46,108962.28,,
Assam,Karimganj,District Summary,3751.0,0.0,167648.0,13252.0,180900.0,38317.35,6126.72,32190.63,1337.24,4.19,73.14,1414.57,4.39,1573.99,30539.3,,
Assam,Kokrajhar,District Summary,3102.4,0.0,327030.0,2570.0,329600.0,168010.9,16836.98,151173.92,1734.46,5.4,7029.22,8766.42,5.83,1797.44,142344.53,,
Assam,Lakhimpur,District Summary,3270.3,0.0,224930.0,2770.0,227700.0,82608.9,11442.48,71166.42,2450.98,11.57,4904.62,7367.16,10.36,2773.36,63476.87,,
Assam,Morigaon,District Summary,1884.8,0.0,149066.0,6034.0,155100.0,40664.18,4654.73,36009.46,2341.22,14.87,8194.22,10550.34,29.03,2790.8,25009.54,,
Assam,Nagaon,District Summary,1884.8,0.0,377341.0,19959.0,397300.0,121593.61,14731.62,106861.98,1820.56,100.84,32758.28,34679.65,32.25,2144.76,71858.14,,
Assam,Nalbari,District Summary,1896.2,0.0,103630.0,1014.0,104644.0,35270.48,3527.06,31743.42,400.35,36.9,9269.06,9706.34,30.34,434.89,22002.54,,
Assam,Sibsagar,District Summary,2412.4,0.0,264459.0,2341.0,266800.0,100440.86,9558.92,90881.95,1766.84,72.8,3259.58,5099.21,5.64,1884.04,85665.55,,
Assam,Sonitpur,District Summary,1978.7,0.0,513224.0,7176.0,520400.0,151388.96,16353.66,135035.29,4037.11,104.12,9501.56,13642.78,10.1,4507.2,120922.42,,
Assam,Tinsukia,District Summary,2322.6,0.0,371757.0,7243.0,379000.0,136101.22,14829.03,121272.19,2083.33,68.68,6481.09,8633.12,7.25,2324.45,112397.96,,
Assam,Udalguri,District Summary,1957.8,0.0,200169.01,1030.99,201200.0,54480.44,6434.67,48045.76,1535.22,62.68,4341.12,5939.02,12.36,1639.03,42002.94,,
Bihar,Araria,District Summary,1632.2,98344.0,278937.0,0.0,278937.0,157350.28,14107.58,143242.7,10550.95,116.08,20422.29,31089.32,21.7,13404.95,109649.28,,
Bihar,Arwal,District Summary,874.4,21371.8,63683.0,0.0,63683.0,21140.5,2042.95,19097.56,2561.06,132.14,6915.54,9608.74,50.32,2935.88,9113.98,,
Bihar,Aurangabad,District Summary,974.9,142675.0,309054.0,21230.0,330284.0,131828.95,12588.98,119239.97,9361.17,2656.4,26348.91,38366.46,32.18,11439.78,78794.9,,
Bihar,Banka,District Summary,974.9,47719.2,267300.0,34654.0,301954.0,71313.95,6766.17,64547.77,7233.97,103.94,18900.4,26238.3,40.62,8871.12,36828.61,,
Bihar,Begusarai,District Summary,1090.7,336.5,189131.0,0.0,189131.0,56293.96,5629.44,50664.52,9907.62,77.66,24265.6,34250.9,67.6,12140.92,14180.31,,
Bihar,Bhagalpur,District Summary,1207.9,11453.66,260255.0,0.0,260255.0,79266.41,7552.4,71714.02,7213.61,1209.12,22620.44,31043.16,43.26,8755.42,39129.05,,
Bihar,Bhojpur,District Summary,1051.5,56636.8,227530.0,0.0,227530.0,88590.6,8859.06,79731.55,8887.54,734.56,30641.38,40263.47,50.5,10433.81,37921.83,,
Bihar,Buxar,District Summary,975.4,49281.0,171006.0,0.0,171006.0,63229.18,5976.42,57252.76,5367.36,499.22,20723.54,26590.14,46.42,6301.17,29842.6,,
Bihar,Darbhanga,District Summary,1123.6,5912.81,250429.0,0.0,250429.0,77691.5,7490.08,70201.41,13074.11,801.54,26605.93,40481.61,57.66,15063.12,27730.79,,
Bihar,East Champaran,District Summary,1197.7,147947.82,395887.0,0.0,395887.0,193431.34,17220.43,176210.9,18763.94,7260.73,52236.67,78261.36,44.41,24225.93,93024.74,,
Bihar,Gaya,District Summary,1003.9,36320.0,490978.0,7608.0,498586.0,133533.22,12990.56,120542.66,15440.08,2029.6,49040.44,66510.07,55.17,18920.48,51714.92,,
Bihar,Gopalganj,District Summary,1135.5,77162.0,201913.0,0.0,201913.0,106056.77,10269.14,95787.62,8598.3,518.18,45279.84,54396.34,56.79,9873.21,40137.4,,
Bihar,Jamui,District Summary,1107.3,8352.9,255114.0,54712.0,309826.0,49815.72,4565.72,45250.0,6422.04,14.9,12070.21,18507.15,40.9,7826.52,27819.99,,
Bihar,Jehanabad,District Summary,936.6,15594.0,93257.0,0.0,93257.0,33723.82,3297.63,30426.2,3623.57,5.18,21135.33,24764.08,81.38,4254.02,6083.23,,
Bihar,Kaimur,District Summary,1126.3,65809.0,298040.0,38166.0,336206.0,82407.33,7633.21,74774.11,5781.4,61.72,26801.69,32644.81,43.66,7065.14,40927.84,,
Bihar,Katihar,District Summary,1342.7,22050.7,300991.0,0.0,300991.0,121536.24,11207.32,110328.92,10470.04,158.61,36414.85,47043.48,42.64,13058.52,61294.36,,
Bihar,Khagaria,District Summary,1233.9,0.0,148572.0,0.0,148572.0,48488.88,4182.73,44306.14,6000.16,17.96,22028.12,28046.25,63.3,7612.26,14647.8,,
Bihar,Kishanganj,District Summary,2090.6,0.0,191143.0,0.0,191143.0,66221.73,5268.63,60953.1,6048.78,301.48,14878.06,21228.32,34.82,7696.0,38077.54,,
Bihar,Lakhisarai,District Summary,1146.8,24037.0,114494.0,8280.0,122774.0,42288.59,4155.36,38133.22,3464.98,87.16,8079.0,11631.14,30.48,4180.86,25786.21,,
Bihar,Madhepura,District Summary,1392.7,107784.0,178840.0,0.0,178840.0,108745.0,10530.62,98214.38,7491.05,147.22,30145.54,37783.82,38.47,9595.45,58326.15,,
Bihar,Madhubani,District Summary,1293.3,52482.82,348645.0,0.0,348645.0,142871.4,12220.48,130650.9,15808.35,8802.15,35666.76,60277.26,46.14,19213.02,67590.46,,
Bihar,Munger,District Summary,1146.8,32937.0,133142.0,6408.0,139550.0,41755.5,4048.7,37706.8,4498.2,756.77,8488.59,13743.56,36.44,5217.7,23243.75,,
Bihar,Muzaffarpur,District Summary,1154.5,41129.35,304277.0,0.0,304277.0,123857.06,12275.88,111581.18,16268.5,1403.58,55706.16,73378.22,65.76,21108.16,36250.89,,
Bihar,Nalanda,District Summary,1002.2,11911.0,231646.0,3350.0,234996.0,66388.36,6248.78,60139.58,9369.03,2020.8,34957.83,46347.64,77.12,10970.58,12763.58,,
Bihar,Nawada,District Summary,1041.8,21728.0,245658.0,2999.0,248657.0,71212.43,6946.9,64265.53,6034.58,84.44,25920.4,32039.38,49.86,7146.56,31357.62,,
Bihar,Patna,District Summary,1074.8,20510.0,320084.0,0.0,320084.0,108551.02,10507.96,98124.46,16910.02,1448.3,41740.48,60098.78,61.25,20221.71,36264.1,,
Bihar,Purnea,District Summary,1598.2,102587.0,320239.0,0.0,320239.0,168186.54,15482.55,152703.98,11196.97,1041.62,43586.68,55825.28,36.54,13965.18,94110.48,,
Bihar,Rohtas,District Summary,949.1,96037.0,375143.0,8783.0,383926.0,122210.3,11622.42,110587.87,9558.22,249.75,24410.51,34218.48,30.97,11134.5,74793.12,,
Bihar,Saharsa,District Summary,1692.9,22194.0,166128.0,0.0,166128.0,69085.73,5585.34,63500.39,6298.25,66.66,17342.97,23707.88,37.34,7689.72,38401.04,,
Bihar,Samastipur,District Summary,1192.3,2244.66,261287.0,0.0,261287.0,88822.9,8626.78,80196.12,14670.16,266.94,39979.43,54916.56,68.48,17829.7,22421.48,,
Bihar,Saran,District Summary,1123.8,93564.1,262957.0,0.0,262957.0,111327.58,10796.74,100530.84,13027.54,175.64,29139.94,42343.1,42.12,15294.1,55991.92,,
Bihar,Sheikhpura,District Summary,1008.4,3791.4,66259.0,2550.0,68809.0,18355.53,1703.32,16652.21,2094.48,2.42,7654.42,9751.33,58.56,2446.18,6626.98,,
Bihar,Sheohar,District Summary,1293.1,12235.0,44299.0,0.0,44299.0,18247.07,1669.74,16577.32,2360.22,182.81,6821.24,9364.3,56.48,2910.98,6662.26,,
Bihar,Sitamarhi,District Summary,1293.1,0.0,218520.0,0.0,218520.0,69033.08,5200.73,63832.34,12012.7,88.88,17845.94,29947.52,46.92,14884.84,31012.69,,
Bihar,Siwan,District Summary,1135.4,67324.1,222307.0,0.0,222307.0,107318.07,10155.31,97162.75,11012.12,221.0,42497.6,53730.73,55.3,13052.77,41391.38,,
Bihar,Supaul,District Summary,1273.8,38581.7,241026.0,0.0,241026.0,109240.85,9777.32,99463.53,7883.17,72.02,24755.1,32710.3,32.88,9859.88,64776.51,,
Bihar,Vaishali,District Summary,1176.5,36302.79,199518.0,0.0,199518.0,80538.61,7548.1,72990.52,11834.11,2285.93,32752.41,46872.42,64.22,15404.13,26060.06,,
Bihar,West Champaran,District Summary,1472.0,128470.0,387181.0,47257.0,434438.0,182783.56,16295.54,166488.02,14536.24,4439.96,31264.44,50240.64,30.16,18284.48,112659.66,,
Chandigarh,Chandigarh,District Summary,1043.9,0.0,11400.0,0.0,11400.0,5416.16,541.62,4874.54,2475.88,217.92,550.5,3244.3,66.56,2974.68,1131.44,,[]
Chhattisgarh,Balod,District Summary,1122.9,114082.0,261470.0,19404.0,280874.0,40121.15,3879.62,36241.53,2275.25,78.67,24206.6,26560.54,73.3,2356.22,9960.98,,
Chhattisgarh,Baloda Bazar,District Summary,1396.68,137313.0,406748.0,0.0,406748.0,68338.17,6729.46,61608.71,4594.05,1182.33,20978.84,26755.24,43.43,5644.19,34260.3,,
Chhattisgarh,Balrampur,District Summary,1317.0,16893.0,566131.0,147789.0,713920.0,52356.92,4407.14,47949.77,2092.78,14.7,10949.56,13057.06,27.2,2200.65,34784.84,,
Chhattisgarh,Bastar,District Summary,1365.8,6165.0,383533.0,229465.0,612998.0,27352.66,2278.27,25074.4,2315.68,76.12,6745.0,9136.82,36.4,2400.33,15852.93,,
Chhattisgarh,Bemetara,District Summary,1122.9,57182.0,285481.0,0.0,285481.0,47453.43,4745.35,42708.08,2499.53,233.98,36797.68,39531.18,92.56,2889.52,4256.85,,
Chhattisgarh,Bijapur,District Summary,1528.1,90.0,437729.0,223519.0,661248.0,52256.16,5225.62,47030.53,684.94,2.2,4391.28,5078.42,10.8,711.88,41925.17,,
Chhattisgarh,Bilaspur,District Summary,1114.46,64153.0,317595.0,33253.0,350848.0,51382.8,4660.76,46722.04,5775.46,678.74,22053.47,28507.65,61.01,6529.12,19733.14,,
Chhattisgarh,Dantewada,District Summary,1327.9,60.0,311866.0,29184.0,341050.0,27302.56,2294.98,25007.58,783.91,158.45,3761.42,4703.79,18.81,820.0,20267.71,,
Chhattisgarh,Dhamtari,District Summary,1385.3,113324.0,248706.0,159487.0,408193.0,68712.48,6726.62,61985.86,2127.57,91.34,43355.56,45574.45,73.52,2180.05,16358.93,,
Chhattisgarh,Durg,District Summary,1122.9,73161.0,231999.0,0.0,231999.0,43166.5,4178.82,38987.68,4992.83,423.4,24054.61,29470.84,75.59,5135.19,10648.02,,
Chhattisgarh,Gariaband,District Summary,1385.3,64270.5,263140.0,319126.0,582266.0,37208.74,3335.0,33873.73,1745.26,21.85,19626.98,21394.1,63.16,1877.55,12347.34,,
Chhattisgarh,Gourela-Pendra-Marwahi,District Summary,1229.8,11361.0,165123.0,65616.0,230739.0,14206.0,1248.86,12957.15,1163.26,1.78,4054.98,5220.04,40.3,1324.53,7575.84,,
Chhattisgarh,Janjgir-Champa,District Summary,1386.0,118718.0,215258.0,22300.0,237558.0,48632.6,4522.42,44110.18,2889.73,233.4,8164.76,11287.89,25.59,3060.17,32651.84,,
Chhattisgarh,Jashpur,District Summary,1481.38,8442.0,451005.0,194736.0,645741.0,35765.26,2777.6,32987.66,2257.61,34.5,14329.28,16621.42,50.34,2320.47,16304.37,,
Chhattisgarh,Kabirdham,District Summary,1117.0,40198.0,423963.0,20742.0,444705.0,73075.76,7289.0,65786.76,2604.79,81.76,36280.18,38966.75,59.24,2837.22,27559.67,,
Chhattisgarh,Kanker,District Summary,1397.51,22097.0,626036.0,17412.0,643448.0,71203.89,5188.66,66015.24,2072.03,32.41,23337.52,25441.98,38.54,2150.07,40495.23,,
Chhattisgarh,Khairagarh-Chhuikhadan_Gandai,District Summary,1208.7,21813.0,149038.0,7521.0,156559.0,19664.26,1757.52,17906.74,1095.79,11.82,10184.12,11291.72,63.06,1161.58,6549.24,,
Chhattisgarh,Kondagaon,District Summary,1362.4,14149.0,372241.0,13786.0,386027.0,38261.66,2735.46,35526.2,1598.95,22.02,14081.44,15702.4,44.18,1658.78,19982.38,,
Chhattisgarh,Korba,District Summary,1392.0,5740.0,431430.0,283114.0,714544.0,49229.44,2871.6,46357.84,3678.36,2490.26,10388.35,16556.95,35.72,3879.21,29600.05,,
Chhattisgarh,Korea,District Summary,1317.0,7134.0,72647.0,19045.0,91692.0,15002.86,1002.36,14000.5,666.61,391.68,5847.88,6906.18,49.32,683.63,7077.3,,
Chhattisgarh,Mahasamund,District Summary,1406.24,67215.0,459720.0,36580.0,496300.0,102786.6,8821.56,93965.03,2941.12,142.35,53669.47,56752.94,60.4,3077.95,37075.25,,
Chhattisgarh,Manendragarh-Chirmiri_Bharatpur,District Summary,1317.0,11656.0,329840.0,176238.0,506078.0,50528.4,3534.15,46994.24,1107.58,745.87,7878.12,9731.57,20.7,1136.16,37234.08,,
Chhattisgarh,Mohla-Manpur_Ambagarhchowki,District Summary,1208.7,6211.0,154882.0,84116.0,238998.0,16859.25,1685.93,15173.32,747.27,31.5,5070.48,5849.24,38.55,767.82,9303.53,,
Chhattisgarh,Mungeli,District Summary,1351.0,69850.0,163942.0,111094.0,275036.0,26872.12,2337.38,24534.74,1945.29,31.02,9316.31,11292.62,46.03,2236.98,12950.42,,
Chhattisgarh,Narayanpur,District Summary,1404.1,3261.0,351043.0,340273.0,691316.0,27465.6,2591.66,24873.93,395.74,10.65,1802.9,2209.3,8.86,455.17,22605.2,,
Chhattisgarh,Raigarh,District Summary,1466.0,15887.0,385919.0,134470.0,520389.0,42323.93,3618.28,38705.64,3169.0,2728.46,10916.14,16813.59,43.44,3302.28,21758.76,,
Chhattisgarh,Raipur,District Summary,1376.34,108435.0,289198.0,0.0,289198.0,50890.87,4748.39,46142.48,7471.62,2036.35,17991.0,27498.98,59.6,8179.69,19071.64,,
Chhattisgarh,Rajnandgaon,District Summary,1208.7,36795.0,259732.0,12728.0,272460.0,38999.0,3283.32,35715.68,3267.9,235.44,20922.36,24425.72,68.4,5719.12,10557.52,,
Chhattisgarh,Sakti,District Summary,1386.0,69846.0,154389.0,30999.0,185388.0,32980.28,3223.68,29756.6,1957.98,9.94,12300.42,14268.34,47.95,2086.47,15359.76,,
Chhattisgarh,Sarangarh-Bilairagh,District Summary,1418.41,41892.0,227638.0,28300.0,255938.0,24721.84,2049.07,22672.76,1867.95,52.64,6999.49,8920.08,39.34,2028.0,13592.63,,
Chhattisgarh,Sukma,District Summary,1403.85,589.0,521199.0,42380.0,563579.0,46042.11,4386.79,41655.32,623.84,1.86,1850.99,2476.69,5.94,636.6,39165.86,,
Chhattisgarh,Surajpur,District Summary,1241.81,13773.0,263788.0,14932.0,278720.0,40344.2,2820.19,37524.01,2204.94,1255.6,20112.61,23573.18,62.8,2298.05,13857.72,,
Chhattisgarh,Surguja,District Summary,1369.15,32666.0,425442.0,93673.0,519115.0,42799.58,3551.62,39247.97,2347.74,1126.36,15670.14,19144.22,48.77,2436.01,20030.1,,
Dadra And Nagar Haveli,Dadra Nagar Haveli,District Summary,2265.7,4235.0,41600.0,7500.0,49100.0,9317.96,653.52,8664.44,1292.4,4781.8,888.62,6962.82,82.74,2502.91,2398.11,,
Daman And Diu,Daman,District Summary,2194.78,6840.0,7090.0,110.0,7200.0,2737.04,136.85,2600.18,731.13,2361.19,215.1,2941.85,109.54,1610.38,956.6,,[]
Daman And Diu,Diu,District Summary,848.24,3676.0,4000.0,0.0,4000.0,384.73,19.24,365.5,28.45,631.3,42.2,687.72,142.12,105.3,77.68,,[]
